,property_type,state,lat,lon,area_m2,price_usd
84,house,Querétaro,205.969.621,-1.003.337.597,95.0,52698.97
85,house,Yucatán,210.181.429,-896.396.127,180.0,72724.58
86,house,Chihuahua,286.275.048,-1.060.401.387,212.0,44256.64
88,house,Querétaro,20.723.525,-10.045.586,248.0,151210.2
90,house,Querétaro,20.729.762,-100.467.159,198.0,131716.2
91,house,Veracruz de Ignacio de la Llave,187.696.195,-95.758.949,245.0,147557.13
92,house,Distrito Federal,19.410.632,-9.913.847,140.0,162801.23
93,house,Estado de México,19.672.207,-99.015.656,158.0,86247.77
94,house,Chihuahua,286.103.324.259,-1.061.123.085.022,200.0,134382.39
95,house,Baja California Sur,23.634.501,-102.552.788,100.0,44730.82
96,apartment,Tabasco,17.928.942,-92.912.029,67.0,35826.8
98,house,Jalisco,20.572.651,-103.474.675,270.0,250260.79
99,house,Veracruz de Ignacio de la Llave,191.553.371,-961.682.507,282.0,68508.67
101,house,Veracruz de Ignacio de la Llave,20.957.177,-97.410.652,350.0,115910.26
103,house,Nuevo León,257.815.621,-1.001.875.974,108.0,35036.51
104,house,Yucatán,21.039.522,-89.563.911,162.0,83226.17
106,house,Querétaro,20.543.838,-100.412.211,145.0,115910.26
107,house,Veracruz de Ignacio de la Llave,191.564.195,-96.111.619,190.0,124633.08
109,house,Distrito Federal,19.275.725,-99.129.684,80.0,132559.19
110,house,Morelos,1.890.666,-98.965.851,330.0,184402.69
111,apartment,Distrito Federal,19.342.083,-990.532.159,83.0,52574.87
112,house,Querétaro,20.570.164,-100.363.823,135.0,78521.47
113,house,Morelos,18.926.468,-99.214.211,340.0,289775.66
114,apartment,Distrito Federal,19.368.553,-99.178.235,174.0,89430.16
115,house,Querétaro,205.828.187.131,-100.417.855.382,93.0,59022.85
116,apartment,Distrito Federal,19.427.607,-99.160.835,102.0,177267.41
117,house,Chiapas,16.770.111,-9.308.167,144.0,71126.75
118,apartment,Distrito Federal,19.460.046,-99.140.495,70.0,79029.72
119,house,Morelos,189.015.371,-989.336.558,200.0,123842.59
121,house,Chiapas,16.748.295,-93.084.284,140.0,84298.37
123,house,Querétaro,205.198.184,-1.003.933.074,123.0,85178.23
124,house,Morelos,18.890.867,-99.177.444,150.0,86932.69
125,house,Estado de México,19.682.383,-98.984.458,74.0,33350.54
126,house,Querétaro,20.582.091,-100.391.196,300.0,237089.17
127,apartment,Puebla,190.733.273,-982.658.243,164.0,184446.42
128,house,Quintana Roo,21.161.908,-868.515.279,220.0,136984.85
129,apartment,Morelos,18.949.474,-99.232.381,129.0,137017.34
130,house,Morelos,18.795.519,-99.231.445,71.0,36353.67
132,house,Veracruz de Ignacio de la Llave,25.484.016,-100.966.568,290.0,115910.26
133,house,Querétaro,20.536.322,-100.436.844,280.0,205477.28
134,house,Distrito Federal,19.343.424,-99.135.933,182.0,68492.42
135,house,Colima,19.274.727,-10.374.485,329.0,104343.97
136,house,Querétaro,205.412.697,-1.003.997.814,110.0,59022.85
137,house,Nuevo León,257.296.370.244,-1.002.941.036.224,310.0,237145.4
139,house,Morelos,18.835.054,-98.951.226,250.0,68492.42
140,apartment,Distrito Federal,19.368.475,-9.917.952,81.0,149629.61
141,house,Distrito Federal,19.285.891,-99.108.269,210.0,85949.19
142,apartment,Distrito Federal,19.392.302,-99.154.385,150.0,222924.2
143,house,Distrito Federal,192.925.929.444,-991.806.221.008,96.0,138598.31
144,house,Querétaro,205.426.931,-1.004.512.523,260.0,122525.12
145,house,Veracruz de Ignacio de la Llave,190.652.948,-96.069.905,239.0,138334.81
146,house,Jalisco,206.129,-103.464.564,275.0,163328.09
149,apartment,Puebla,18.983.398,-98.288.951,192.0,121207.64
150,house,Chiapas,19.657.836,-101.184.317,260.0,68492.42
151,house,Yucatán,2.103.071,-89.618.103,126.0,77467.49
152,house,Chiapas,19.710.472,-101.222.626,190.0,63223.78
154,house,Estado de México,19.476.202,-99.261.893,230.0,289775.66
155,house,Chihuahua,28.663.404,-106.133.102,182.0,326733.66
156,house,Jalisco,20.726.262,-103.468.575,206.0,168596.74
158,house,Veracruz de Ignacio de la Llave,19.137.135,-96.112.946,125.0,60589.45
159,house,Estado de México,195.224.623.443,-992.515.909.641,210.0,202842.96
160,apartment,Querétaro,20.696.185,-100.450.005,132.0,93781.94
161,house,Hidalgo,20.092.012,-98.741.743,116.0,84087.62
162,house,Baja California,32.601.212,-115.474.838,102.0,33982.78
163,house,Chiapas,16.765.467,-93.105.786,370.0,192305.66
164,house,Yucatán,21.039.522,-89.563.911,195.0,91632.19
166,apartment,Puebla,18.989.942,-98.247.486,100.0,55847.67
167,house,Veracruz de Ignacio de la Llave,18.898.756,-96.998.779,130.0,68492.42
168,house,Veracruz de Ignacio de la Llave,19.119.549,-96.107.643,232.0,125393.83
169,house,Distrito Federal,19.353.288,-99.244.721,90.0,136405.3
170,house,San Luis Potosí,221.385.005.078,-1.009.965.722.937,168.0,104319.23
171,house,Sonora,29.083.198,-110.993.222,162.0,57955.13
172,house,Puebla,19.044.477,-98.328.011,165.0,111331.75
173,house,Distrito Federal,19.510.133,-99.100.025,171.0,141199.77
174,house,Morelos,18.850.763,-98.943.855,168.0,67438.69
175,house,Nuevo León,25.758.372.724,-1.002.713.531.256,98.0,43213.16
176,house,Querétaro,20.726.007,-100.442.642,260.0,163328.09
178,house,Estado de México,195.562.275,-992.674.713,150.0,205526.01
179,apartment,Distrito Federal,19.345.528,-99.189.906,60.0,46943.65
180,house,Morelos,18.935.198,-99.232.834,300.0,289775.66
181,house,Puebla,1.903.362,-98.203.294,156.0,99577.45
182,house,Estado de México,19.229.864,-99.597.954,256.0,184446.42
183,house,Yucatán,21.039.522,-89.563.911,330.0,171271.67
184,house,Morelos,18.936.026,-99.216.217,220.0,205477.28
185,house,Tabasco,18.053.865,-92.937.809,182.0,81664.04
186,house,Yucatán,209.968.241,-895.846.761,164.0,62711.78
188,house,Yucatán,20.984.423,-89.579.231,162.0,47417.83
189,house,Morelos,18.864.874,-98.925.911,120.0,51369.32
190,house,Distrito Federal,1.940.112,-9.906.707,317.0,173906.62
191,house,Querétaro,20.705.742,-100.444.016,185.0,146995.28
192,house,Sinaloa,24.813.503,-107.371.574,220.0,184446.42
193,apartment,Morelos,18.935.198,-99.232.834,91.0,101182.03
194,house,Yucatán,21.012.869,-89.636.932,96.0,57705.38
195,apartment,Quintana Roo,211.672.703,-868.414.848,120.0,163366.83
196,house,Morelos,18.948.607,-99.243.812,180.0,184446.42
197,house,Morelos,1.895.299,-99.259.592,180.0,102738.64
198,house,Morelos,188.816.687,-991.632.665,90.0,68245.17
200,house,Querétaro,205.884.382.058,-1.004.006.266.594,243.0,200208.63
201,house,Yucatán,209.973.786,-896.296.213,170.0,38470.25
202,apartment,Distrito Federal,1.933.923,-99.218.987,83.0,147522.15
203,house,Chiapas,16.766.967,-93.123.362,239.0,226551.88
204,house,Chihuahua,28.631.689,-106.102.234,200.0,115410.76
205,house,Querétaro,2.058.966,-100.366.899,335.0,250260.79
207,house,Morelos,18.862.602,-99.213.448,210.0,141990.07
209,apartment,Querétaro,2.059.808,-100.337.153,90.0,57428.26
210,apartment,Quintana Roo,211.789.333.275,-868.123.199.791,75.0,34254.33
211,apartment,Nuevo León,256.689.477,-1.003.536.491,117.0,140741.38
213,house,Guerrero,16.862.803,-99.894.829,147.0,92750.2
214,apartment,Sinaloa,23.296.583,-106.479.973,134.0,173865.39
215,house,Yucatán,210.012.449,-895.674.103,133.0,76150.02
218,house,Estado de México,19.666.832,-99.236.992,69.0,44783.51
219,house,Nuevo León,25.668.703,-100.405.373,101.0,210795.91
220,house,Jalisco,20.663.444,-103.426.533,350.0,262115.25
221,apartment,Estado de México,19.521.015,-9.923.091,130.0,171231.07
222,house,Sinaloa,23.286.216,-106.427.007,180.0,86932.69
223,house,Estado de México,19.422.676,-99.257.774,200.0,70283.76
224,house,Estado de México,196.378.074,-991.995.969,254.0,171271.67
225,house,Hidalgo,20.084.376,-98.367.993,279.0,131716.2
227,house,Morelos,18.850.763,-98.943.855,110.0,73234.21
228,house,Estado de México,19.300.923,-99.713.636,73.0,43729.78
229,apartment,Distrito Federal,19.444.723,-99.186.447,70.0,41680.96
230,house,Distrito Federal,19.403.597,-99.149.771,380.0,257531.53
232,house,Chiapas,1.966.869,-101.205.173,298.0,168069.88
233,apartment,Baja California,32.486.292,-117.054.763,63.0,36817.31
236,apartment,Jalisco,20.705.671,-103.396.278,180.0,237145.4
237,house,Guerrero,168.583.631,-998.508.616,354.0,266975.89
238,apartment,Veracruz de Ignacio de la Llave,191.005.941.575,-961.070.613.563,76.0,84298.37
240,apartment,Estado de México,19.479.437,-99.236.561,75.0,105397.95
241,house,Morelos,18.981.213,-99.206.345,240.0,183348.96
242,house,Querétaro,20.624.242,-100.390.194,172.0,86953.31
243,apartment,Estado de México,19.508.253,-99.254.997,113.0,153686.47
244,house,Estado de México,19.533.955,-99.228.287,155.0,52159.61
245,apartment,Distrito Federal,19.394.073,-99.153.915,82.0,154987.69
246,house,Morelos,18.878.128,-99.187.238,110.0,84298.37
247,apartment,Querétaro,205.862.687.746,-1.003.786.790.371,63.0,113302.8
248,house,Morelos,18.961.286,-99.212.621,60.0,34773.07
249,house,Querétaro,20.628.052,-100.404.541,254.0,147557.13
251,house,Campeche,18.660.893,-917.663.706,264.0,172852.64
252,house,Veracruz de Ignacio de la Llave,190.652.948,-96.069.905,192.0,126477.54
253,house,Tamaulipas,22.285.725,-97.843.597,72.0,35988.5
254,apartment,Distrito Federal,19.305.984,-99.127.341,70.0,107322.36
255,house,Distrito Federal,19.361.792,-99.190.096,197.0,49999.47
256,house,San Luis Potosí,221.877.626.295,-100.962.767.601,105.0,50517.24
258,apartment,Querétaro,20.726.007,-100.442.642,105.0,93856.88
259,apartment,Distrito Federal,19.417.636,-99.153.292,70.0,41095.45
260,house,Veracruz de Ignacio de la Llave,19.570.101,-96.918.228,140.0,42623.36
261,house,Morelos,18.885.313,-99.062.879,97.0,50052.15
263,apartment,San Luis Potosí,22.148.722,-10.100.119,129.0,92750.2
264,house,Puebla,18.985.688,-98.230.121,73.0,37670.83
265,apartment,Estado de México,19.427.053,-99.256.293,100.0,313695.32
266,apartment,Distrito Federal,19.446.256,-99.147.767,68.0,49051.11
267,house,Nayarit,214.581.695,-1.048.877.876,220.0,165172.12
268,apartment,Distrito Federal,19.333.974,-99.240.363,70.0,121178.91
269,apartment,Estado de México,19.379.597,-99.293.808,155.0,226551.88
270,house,San Luis Potosí,22.139.618,-101.032.422,354.0,208111.61
271,house,Estado de México,19.552.184,-99.251.489,80.0,127880.63
272,apartment,Querétaro,205.365.909,-1.004.411.011,80.0,44794.13
273,apartment,Distrito Federal,19.445.032,-99.140.207,133.0,59426.13
274,house,Estado de México,1.954.235,-9.919.195,192.0,125920.69
275,apartment,Distrito Federal,19.377.404,-99.193.301,80.0,91411.04
276,apartment,Guerrero,16.858.816,-99.857.628,185.0,157917.19
277,house,Sinaloa,23.231.522,-106.382.439,211.0,81137.18
278,house,Yucatán,21.006.756,-89.570.984,250.0,105397.95
279,apartment,Guerrero,16.850.374,-99.850.166,145.0,81664.04
281,house,Veracruz de Ignacio de la Llave,18.141.083,-94.458.733,180.0,110667.85
282,house,Puebla,18.989.918,-982.295,299.0,231820.52
283,house,Veracruz de Ignacio de la Llave,25.540.674,-103.393.252,140.0,47417.83
284,house,Yucatán,21.039.522,-89.563.911,240.0,138058.14
285,apartment,Distrito Federal,19.336.697,-99.152.534,102.0,187081.37
287,house,Querétaro,20.697.427,-100.444.385,187.0,134350.53
288,apartment,Distrito Federal,19.451.872,-99.173.522,70.0,66911.83
289,house,Estado de México,19.262.129,-99.602.481,239.0,132769.93
290,apartment,Distrito Federal,192.790.911,-992.114.234,72.0,40645.77
291,house,Jalisco,20.647.398,-105.209.682,84.0,65858.1
292,house,Tabasco,23.634.501,-102.552.788,151.0,237145.4
293,house,Querétaro,205.887.932,-1.003.898.881,177.0,115937.75
294,apartment,Puebla,19.028.651,-98.258.029,116.0,171231.07
297,apartment,Distrito Federal,19.493.713,-99.204.941,60.0,38812.39
299,house,Veracruz de Ignacio de la Llave,1.911.819,-96.107.956,181.0,129112.49
301,house,Veracruz de Ignacio de la Llave,18.147.928.788,-944.772.926.867,175.0,115937.75
302,house,Estado de México,194.907.003,-992.553.635,370.0,316193.86
303,apartment,Nuevo León,25.672.309,-100.374.119,73.0,106110.57
304,house,Estado de México,19.542.509,-99.218.987,220.0,150156.47
305,house,Chiapas,19.671.952,-101.175.638,235.0,171231.07
306,house,Colima,19.297.108,-103.737.602,176.0,62170.05
307,house,Baja California,32.421.957,-117.033.513,170.0,95499.52
308,house,Morelos,18.855.343,-99.241.142,73.0,36783.88
309,house,Morelos,18.939.657,-9.920.237,185.0,189716.32
310,house,Distrito Federal,19.345.431,-99.209.949,200.0,228450.07
311,house,Nuevo León,25.660.103,-100.410.858,127.0,131747.44
313,house,Estado de México,19.564.925,-99.218.415,110.0,143834.1
314,house,Nuevo León,25.652.299,-100.266.174,281.0,152790.8
317,apartment,Distrito Federal,19.452.665,-99.121.497,75.0,34421.81
319,apartment,Guerrero,16.869.995,-99.869.568,72.0,48471.56
320,house,Chiapas,16.768.602,-93.164.162,185.0,82717.77
321,house,Hidalgo,23.634.501,-102.552.788,120.0,63223.78
322,house,Estado de México,19.317.622,-99.607.241,200.0,158059.45
323,house,Guerrero,16.850.374,-99.850.166,168.0,115937.75
324,apartment,Yucatán,210.306.572,-895.945.502,144.0,79048.46
325,house,Distrito Federal,19.359.798,-99.161.675,90.0,131716.2
326,house,Distrito Federal,193.434.226,-991.359.301,182.0,68492.42
328,apartment,Distrito Federal,194.503.249,-991.351.802,91.0,79029.72
329,house,Tamaulipas,223.918.646.281,-979.089.224.339,76.0,35826.8
330,apartment,Distrito Federal,19.307.417,-99.125.191,75.0,36882.11
331,house,Durango,240.277.202,-1.046.531.759,245.0,92201.34
332,apartment,Estado de México,19.374.843,-99.293.871,120.0,59711.33
333,apartment,San Luis Potosí,221.352.302,-1.010.266.343,140.0,73234.21
334,house,Veracruz de Ignacio de la Llave,25.577.366,-103.437.088,348.0,155425.12
335,house,Veracruz de Ignacio de la Llave,19.517.859,-96.891.403,300.0,142253.5
336,house,Querétaro,20.605.692,-10.038.488,290.0,208111.61
338,house,San Luis Potosí,22.158.050.728,-1.009.284.004.569,180.0,50064.02
339,house,Morelos,18.847.519,-99.220.529,162.0,89567.02
340,house,Veracruz de Ignacio de la Llave,19.119.549,-96.107.643,190.0,94331.17
341,house,Distrito Federal,19.301.835,-99.206.377,300.0,207057.88
342,house,Chiapas,16.756.552,-93.181.732,215.0,163366.83
343,house,Morelos,18.813.505,-98.953.514,80.0,34246.21
344,house,Campeche,198.301.251,-905.349.087,160.0,115937.75
345,house,Querétaro,20.592.563,-100.371.039,271.0,179134.04
346,house,Hidalgo,20.044.181,-9.934.648,169.0,84054.87
348,apartment,Distrito Federal,19.396.893,-99.152.302,80.0,85899.33
350,house,Jalisco,20.615.292,-103.312.843,230.0,131716.2
351,house,Guanajuato,21.202.881,-101.679.077,167.0,68492.42
352,house,Yucatán,210.315.095,-89.600.513,349.0,200256.11
353,house,Distrito Federal,1.933.981,-99.216.052,272.0,260798.09
354,house,Nuevo León,256.773.984,-1.003.940.095,347.0,292796.2
355,house,Yucatán,210.344.135,-895.978.127,305.0,194986.21
356,house,Morelos,18.936.026,-99.216.217,270.0,255590.04
359,house,Querétaro,20.607.178,-100.335.754,75.0,35563.37
361,house,Estado de México,19.470.298,-99.272.488,218.0,255529.44
362,house,Estado de México,19.522.923,-99.241.837,340.0,250260.79
363,house,Querétaro,20.570.164,-100.363.823,170.0,123842.59
364,house,Veracruz de Ignacio de la Llave,181.477.847.816,-944.396.674.633,240.0,115937.75
365,house,Distrito Federal,19.399.741,-99.115.503,100.0,57287.8
366,house,Distrito Federal,19.282.308,-99.126.869,130.0,119651.0
367,apartment,Estado de México,19.634.604,-99.088.905,76.0,34245.11
369,house,Morelos,18.904.448,-99.242.474,106.0,105372.96
370,house,Distrito Federal,19.456.544,-99.127.136,278.0,183875.82
371,house,Querétaro,20.726.007,-100.442.642,285.0,231875.5
372,house,Querétaro,20.548.123,-100.436.245,300.0,200208.63
373,apartment,Distrito Federal,19.396.705,-99.181.902,85.0,76740.25
374,house,Querétaro,206.543.981,-1.003.546.346,137.0,83264.38
375,house,Chiapas,16.766.762,-93.148.401,160.0,154371.39
376,house,Morelos,18.954.132,-99.266.083,94.0,55333.92
377,house,Nuevo León,25.696.475,-100.345.717,220.0,165962.42
378,apartment,Distrito Federal,19.270.165,-99.152.404,80.0,131400.09
379,house,Guerrero,23.634.501,-102.552.788,100.0,50052.15
380,apartment,Distrito Federal,1.939.912,-99.141.464,92.0,142253.5
381,house,Estado de México,19.229.864,-99.597.954,270.0,231820.52
382,apartment,Distrito Federal,19.376.589,-99.153.107,107.0,215482.45
383,house,Yucatán,21.072.905,-8.965.963,280.0,110351.66
386,house,Puebla,19.044.477,-98.328.011,350.0,226551.88
387,apartment,Estado de México,196.494.549,-992.023.662,69.0,38461.13
388,apartment,Estado de México,1.960.537,-99.233.148,60.0,39146.05
389,house,Tabasco,17.999.552,-92.950.018,151.0,115910.26
390,house,Puebla,191.090.862,-983.289.824,160.0,84318.36
391,house,Morelos,18.910.368,-991.996,200.0,129081.88
392,house,Jalisco,20.775.549,-103.691.269,300.0,134350.53
393,house,Nuevo León,257.671.943,-1.002.575.589,150.0,35308.31
394,house,Baja California Sur,24.168.865,-110.306.996,330.0,290434.24
395,house,Baja California,32.457.415,-11.688.252,102.0,61643.18
398,house,Querétaro,20.726.007,-100.442.642,200.0,121705.77
399,apartment,Oaxaca,170.588.513.685,-96.749.432.981,94.0,51118.0
400,house,Estado de México,19.550.762,-99.242.156,160.0,111194.84
401,house,Yucatán,210.412.206.815,-895.549.756.587,174.0,82842.79
403,apartment,Distrito Federal,19.373.161,-99.130.394,69.0,84298.37
404,house,Morelos,18.917.542,-98.963.181,210.0,118572.7
405,apartment,Nuevo León,25.657.194,-100.340.521,110.0,262378.68
407,house,Morelos,1.894.542,-99.223.195,380.0,289775.66
408,house,Querétaro,206.113.606,-1.003.288.581,132.0,86953.31
409,house,Chiapas,16.773.806,-93.096.295,165.0,71126.75
410,house,Distrito Federal,19.493.973,-99.130.394,300.0,179239.41
411,apartment,Quintana Roo,20.626.583,-87.078.659,145.0,115437.11
412,apartment,Nuevo León,25.651.072,-100.342.773,126.0,175924.99
413,house,Distrito Federal,19.362.795,-99.218.987,80.0,46715.31
414,house,Querétaro,20.631.845,-100.390.495,180.0,118572.7
415,house,Nuevo León,25.637.247,-100.382.774,194.0,76395.4
416,house,Quintana Roo,21.138.567,-86.842.937,185.0,97469.99
417,house,Guerrero,16.874.741,-99.889.244,300.0,98787.15
418,apartment,Distrito Federal,19.395.097,-99.150.424,80.0,53158.18
419,apartment,Distrito Federal,19.478.815,-99.196.831,64.0,76395.4
420,house,Veracruz de Ignacio de la Llave,19.554.081,-96.911.522,95.0,38461.13
422,house,Tamaulipas,22.276.130.897,-978.784.418.106,232.0,139652.29
423,house,Morelos,189.611.008,-992.684.274,192.0,173906.62
424,apartment,Distrito Federal,1.951.918,-99.143.403,60.0,34983.82
425,apartment,Yucatán,2.103.071,-89.618.103,131.0,77467.49
426,house,Chiapas,19.671.921,-101.197.362,240.0,97469.99
427,house,Estado de México,19.514.929,-992.542.064,356.0,288721.93
428,house,Estado de México,19.295.469,-99.692.619,150.0,57968.87
429,house,Estado de México,19.488.134,-99.230.759,110.0,138934.25
430,apartment,Distrito Federal,19.326.108,-99.122.758,70.0,49273.54
431,house,Sonora,29.105.133,-110.943.916,357.0,210745.93
433,house,Chiapas,19.711.031,-101.245.743,256.0,60603.82
434,house,Nuevo León,255.883.667,-1.002.430.415,300.0,162393.9
435,house,Baja California Sur,24.155.968,-110.315.987,204.0,135963.36
436,house,Distrito Federal,19.483.263,-99.186.297,190.0,102369.83
437,house,Estado de México,19.404.718,-99.263.313,139.0,252895.12
439,house,Chihuahua,28.678.531,-106.040.439,115.0,46890.97
440,house,Yucatán,210.064.261,-896.850.751,90.0,60603.82
441,apartment,Distrito Federal,23.634.501,-102.552.788,85.0,94835.67
442,house,Estado de México,19.580.685,-99.047.432,70.0,34254.33
444,house,Querétaro,20.571.299,-100.383.032,90.0,37353.34
445,house,Yucatán,209.904.342,-896.004.394,200.0,79029.72
446,house,Morelos,18.953.518,-99.272.508,300.0,147522.15
447,house,Nuevo León,25.686.357,-100.376.106,380.0,200256.11
449,house,Baja California,32.494.759,-117.016.926,92.0,51632.75
450,house,Jalisco,207.540.020.174,-1.033.824.715.018,290.0,152790.8
451,house,Estado de México,19.562.864,-99.064.713,90.0,52686.48
452,house,Querétaro,205.285.264.774,-9.988.301.754,136.0,79048.46
454,apartment,San Luis Potosí,22.133.745,-101.016.029,174.0,143868.21
455,apartment,Distrito Federal,19.299.864,-99.111.133,65.0,135225.12
457,house,Estado de México,19.493.069,-99.060.346,343.0,191620.74
459,house,Querétaro,206.536.084,-1.003.469.826,176.0,110140.86
460,apartment,Distrito Federal,19.384.724,-99.145.619,145.0,123813.23
461,house,Jalisco,20.883.594,-103.839.896,100.0,184402.69
462,house,Nuevo León,256.866.142,-1.003.161.126,90.0,242357.82
463,house,Morelos,18.804.197,-98.932.816,140.0,51632.75
464,house,Querétaro,207.047.931,-1.004.462.718,250.0,150192.08
465,house,Estado de México,19.589.786.878,-990.521.619.915,80.0,36889.28
466,house,Puebla,18.972.588,-98.282.691,202.0,150894.08
467,house,Nuevo León,25.530.777,-1.002.071,299.0,194939.99
469,house,Querétaro,20.593.385,-100.361.619,100.0,115910.26
470,house,Puebla,19.017.727,-98.316.376,182.0,108559.89
471,apartment,Distrito Federal,19.454.332,-99.200.287,62.0,50591.01
472,house,Quintana Roo,21.139.086,-8.684.964,200.0,158096.93
473,house,Estado de México,192.030.655,-995.478.784,106.0,38724.56
474,house,Sinaloa,23.290.356,-106.426.237,150.0,93781.94
475,house,Colima,19.277.207,-103.734.973,161.0,52633.79
476,house,Nuevo León,257.393.693.814,-1.002.269.947.529,266.0,144700.85
478,house,Morelos,18.901.708,-99.237.779,250.0,242357.82
480,apartment,Distrito Federal,19.368.808,-99.112.954,83.0,115910.26
481,house,Yucatán,210.369.774.162,-896.034.273.505,175.0,126214.05
482,house,Morelos,23.634.501,-102.552.788,270.0,229186.2
483,apartment,Distrito Federal,1.938.342,-99.086.604,88.0,100104.31
484,house,Morelos,1.893.409,-99.254.997,145.0,102738.64
486,house,Distrito Federal,19.380.834,-99.200.764,350.0,161258.87
489,house,Morelos,18.886.955,-99.062.244,68.0,43202.91
490,house,Nuevo León,25.679.226,-100.344.032,210.0,155425.12
492,apartment,Distrito Federal,19.413.009,-9.917.109,127.0,289775.66
493,apartment,Distrito Federal,19.410.215,-9.914.595,70.0,44048.85
494,apartment,Distrito Federal,19.367.424,-99.185.753,82.0,154898.26
497,house,San Luis Potosí,220.951.835.008,-10.087.474.823,172.0,50157.53
499,apartment,Distrito Federal,19.298.168,-99.113.106,83.0,177695.7
500,apartment,Estado de México,195.652.097,-992.646.998,87.0,84318.36
502,house,Estado de México,195.527.338,-992.494.583,200.0,92223.21
503,house,Yucatán,210.634.817,-896.110.378,235.0,146995.28
504,house,Tamaulipas,22.285.725,-97.843.597,218.0,118572.7
506,house,Querétaro,205.230.129,-1.004.302.641,184.0,93804.18
507,apartment,Distrito Federal,19.440.043,-99.176.894,79.0,137017.34
508,house,Veracruz de Ignacio de la Llave,25.439.536,-100.994.925,293.0,158059.45
509,apartment,San Luis Potosí,22.144.705,-10.104.092,144.0,90620.75
510,house,Yucatán,209.959.805.028,-896.128.177.643,374.0,247421.7
511,house,Tamaulipas,223.286.560.021,-978.898.514.392,140.0,73778.56
512,house,Morelos,18.858.107,-99.200.287,92.0,64556.24
513,house,Veracruz de Ignacio de la Llave,190.530.826,-960.588.921,200.0,108007.29
514,house,Morelos,18.883.513,-99.221.881,80.0,44783.51
515,house,Morelos,18.933.414,-99.194.748,250.0,292900.92
516,house,Morelos,18.935.198,-99.232.834,180.0,168596.74
517,house,Nuevo León,257.385.463,-1.003.184.093,254.0,139652.29
519,apartment,Distrito Federal,1.941.275,-99.126.007,60.0,35890.24
520,apartment,Distrito Federal,19.364.891,-99.148.384,78.0,150830.86
521,house,Estado de México,19.272.732,-99.453.377,126.0,68492.42
522,house,Estado de México,19.490.576,-99.254.997,350.0,210745.93
523,house,Querétaro,205.535.753,-1.004.222.725,156.0,86953.31
524,house,Querétaro,20.572.051,-100.406.716,227.0,125920.69
525,house,Baja California,32.457.469,-116.882.435,102.0,61643.18
526,house,Distrito Federal,19.353.373,-991.138,160.0,106127.01
528,house,Yucatán,21.039.522,-89.563.911,270.0,164947.8
529,house,Jalisco,202.959.587,-1.031.944.627,204.0,94835.67
530,house,Querétaro,20.379.178,-99.966.431,80.0,34246.21
531,house,Morelos,18.804.409,-98.959.038,130.0,47417.83
532,house,Guanajuato,205.958.037.462,-101.186.433.658,195.0,94858.16
534,house,Tamaulipas,22.272.678,-97.883.728,350.0,237145.4
536,house,Tamaulipas,22.309.216,-9.789.325,109.0,45848.11
537,house,Morelos,18.808.657,-99.203.751,67.0,34254.33
538,house,Jalisco,20.712.604,-103.391.146,361.0,194939.99
539,house,Nuevo León,256.626.225,-1.003.688.142,311.0,240884.28
540,house,Puebla,19.059.084,-98.286.095,243.0,101445.53
541,house,Aguascalientes,2.189.658,-102.316.322,245.0,78502.86
542,house,Campeche,198.308.743,-905.359.003,180.0,76413.51
543,house,Estado de México,19.491.798,-99.262.423,150.0,168596.74
544,house,Distrito Federal,19.508.428,-99.125.896,150.0,45057.62
545,house,Chihuahua,2.870.466,-106.089.596,78.0,51632.75
546,apartment,Distrito Federal,19.454.332,-99.200.287,90.0,53832.41
547,house,Puebla,19.077.675,-98.225.566,175.0,118544.58
548,house,Morelos,23.634.501,-102.552.788,160.0,99577.45
551,house,Morelos,18.922.282,-9.904.435,70.0,46469.47
552,house,Chiapas,16.742.777,-93.119.011,140.0,73778.56
553,house,Veracruz de Ignacio de la Llave,20.945.961,-97.389.905,200.0,289775.66
554,house,San Luis Potosí,22.193.162,-101.005.431,80.0,39514.86
555,apartment,Veracruz de Ignacio de la Llave,19.119.549,-96.107.643,93.0,76413.51
556,house,Estado de México,194.953.683.665,-992.584.598.064,140.0,68508.67
557,house,Quintana Roo,21.139.641,-86.879.738,100.0,36880.53
558,house,Querétaro,20.659.601,-100.442.467,301.0,274034.68
559,house,Yucatán,213.103.259.143,-89.248.380.661,325.0,187081.37
561,apartment,Distrito Federal,19.393.257,-99.157.113,100.0,71653.61
563,house,Yucatán,21.072.905,-8.965.963,190.0,97493.1
564,house,Veracruz de Ignacio de la Llave,209.475.017,-973.631.926,110.0,67860.19
566,house,Nuevo León,25.721.457,-100.228.301,190.0,88513.29
567,house,Estado de México,19.406.092,-99.011.968,177.0,80083.45
568,house,San Luis Potosí,22.125.832,-101.035.118,197.0,147557.13
569,house,Yucatán,21.023.252,-89.614.571,320.0,150192.08
570,house,Estado de México,1.931.673,-99.581.169,80.0,47944.7
571,house,Querétaro,20.647.322,-100.479.441,82.0,36248.3
573,house,Estado de México,197.100.885,-989.659.399,99.0,75783.82
574,apartment,Distrito Federal,19.462.951,-99.125.888,208.0,131716.2
575,house,Yucatán,21.072.905,-8.965.963,290.0,126477.54
576,house,Tamaulipas,223.140.373,-978.800.254,178.0,51644.99
577,house,Jalisco,20.547.053,-10.347.907,340.0,262440.91
578,house,Tlaxcala,19.308.845,-98.214.439,85.0,35826.8
579,apartment,Chiapas,16.745.515,-9.315.228,102.0,46364.1
